810898,2 6 A J Q,1,5180
1290065,4 5 A J Q,1,5184
774039,3 5 A J Q,1,5188
516026,2 5 A J Q,1,5192
552885,3 4 A J Q,1,5196
368590,2 4 A J Q,1,5200
221154,2 3 A J Q,1,5204
9442259,8 9 A Q T,1,5208
7220551,7 9 A Q T,1,5212
6109697,6 9 A Q T,1,5216
3887989,5 9 A Q T,1,5220
2777135,4 9 A Q T,1,5224
1666281,3 9 A Q T,1,5228
1110854,2 9 A Q T,1,5232
6460493,7 8 A Q T,1,5236
5466571,6 8 A Q T,1,5240
3478727,5 8 A Q T,1,5244
2484805,4 8 A Q T,1,5248
1490883,3 8 A Q T,1,5252
993922,2 8 A Q T,1,5256
4180319,6 7 A Q T,1,5260
2660203,5 7 A Q T,1,5264
1900145,4 7 A Q T,1,5268
1140087,3 7 A Q T,1,5272
760058,2 7 A Q T,1,5276
2250941,5 6 A Q T,1,5280
1607815,4 6 A Q T,1,5284
964689,3 6 A Q T,1,5288
643126,2 6 A Q T,1,5292
1023155,4 5 A Q T,1,5296
613893,3 5 A Q T,1,5300
409262,2 5 A Q T,1,5304
438495,3 4 A Q T,1,5308
292330,2 4 A Q T,1,5312
175398,2 3 A Q T,1,5316
5336929,7 8 9 A Q,1,5320
4515863,6 8 9 A Q,1,5324
2873731,5 8 9 A Q,1,5328
2052665,4 8 9 A Q,1,5332
1231599,3 8 9 A Q,1,5336
821066,2 8 9 A Q,1,5340
3453307,6 7 9 A Q,1,5344
2197559,5 7 9 A Q,1,5348
1569685,4 7 9 A Q,1,5352
941811,3 7 9 A Q,1,5356
627874,2 7 9 A Q,1,5360
1859473,5 6 9 A Q,1,5364
1328195,4 6 9 A Q,1,5368
796917,3 6 9 A Q,1,5372
531278,2 6 9 A Q,1,5376
845215,4 5 9 A Q,1,5380
507129,3 5 9 A Q,1,5384
338086,2 5 9 A Q,1,5388
362235,3 4 9 A Q,1,5392
241490,2 4 9 A Q,1,5396
144894,2 3 9 A Q,1,5400
3089801,6 7 8 A Q,1,5404
1966237,5 7 8 A Q,1,5408
1404455,4 7 8 A Q,1,5412
842673,3 7 8 A Q,1,5416
561782,2 7 8 A Q,1,5420
1663739,5 6 8 A Q,1,5424
1188385,4 6 8 A Q,1,5428
713031,3 6 8 A Q,1,5432
475354,2 6 8 A Q,1,5436
756245,4 5 8 A Q,1,5440
453747,3 5 8 A Q,1,5444
302498,2 5 8 A Q,1,5448
324105,3 4 8 A Q,1,5452
216070,2 4 8 A Q,1,5456
129642,2 3 8 A Q,1,5460
1272271,5 6 7 A Q,1,5464
908765,4 6 7 A Q,1,5468
545259,3 6 7 A Q,1,5472
363506,2 6 7 A Q,1,5476
